Exons,Category,Type
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
0,DeprivedAA,Extras
